standardized_inchikey,standardized_SMILES,RT
CGIGDMFJXJATDK-UHFFFAOYSA-N,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,10.29
JXZZEXZZKAWDSP-UHFFFAOYSA-N,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,5.37
VBCVPMMZEGZULK-NRFANRHFSA-N,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,11.55
OEXHQOGQTVQTAT-UHFFFAOYSA-N,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,4.17
PLIGPBGDXASWPX-UHFFFAOYSA-N,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,9.26
FCOAHACKGGIURQ-UHFFFAOYSA-N,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,10.59
RWJQYSGDSYIGMC-UHFFFAOYSA-N,CC(C)NC(=O)n1cc(O)n(-c2cc(Cl)cc(Cl)c2)c1=O,10.46
NWUWYYSKZYIQAE-UHFFFAOYSA-N,Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,9.82
YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,9.44
HDHLIWCXDDZUFH-UHFFFAOYSA-N,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,10.49
XRHGWAGWAHHFLF-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,9.87
WFLSCFISQHLEED-ZBFHGGJFSA-N,CC(C)[C@@](C#N)(C[C@@H](C)N(C)C)c1ccccc1,5.96
SBYAVOHNDJTVPA-UHFFFAOYSA-N,CC(C)CNC(=O)N1CCNC1=O,5.74
YFVOXLJXJBQDEF-UHFFFAOYSA-N,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,8.32
MPIPASJGOJYODL-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,12.28
HOQADATXFBOEGG-UHFFFAOYSA-N,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,11.23
IXTOWLKEARFCCP-UHFFFAOYSA-N,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,11.65
ZAGRKAFMISFKIO-LNUXAPHWSA-N,CN1CC(C(=O)O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,5.59
QRXWMOHMRWLFEY-UHFFFAOYSA-N,NNC(=O)c1ccncc1,2.18
QBSJMKIUCUGGNG-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C(C)C,8.12
GQSSBRJPBVZXTR-UHFFFAOYSA-N,CCCN(CCC)c1c(N(O)O)cc(C(C)C)cc1N(O)O,13.25
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CC(C)c1ccc(NC(=O)N(C)C)cc1,8.32
OQJBSDFFQWMKBQ-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,6.47
PMHURSZHKKJGBM-UHFFFAOYSA-N,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,9.42
MWKVXOJATACCCH-UHFFFAOYSA-N,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,10.68
OYIKARCXOQLFHF-UHFFFAOYSA-N,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,6.23
SDMSCIWHRZJSRN-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,11.26
BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,5.28
CNXVIBRFWKALQW-UHFFFAOYSA-N,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,9.61
AZSNMRSAGSSBNP-RDKIRRGNSA-N,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,14.4
IBBNKINXTRKICJ-UHFFFAOYSA-N,CCCCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,12.64
LJSBBBWQTLXQEN-UHFFFAOYSA-N,CCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,11.51
JDNLPKCAXICMBW-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,12.41
SHWDYCMMUPPWQM-UHFFFAOYSA-N,CCCCCn1cc(C(=O)C23CC4CC(CC(C4)C2)C3)c2ccccc21,13.69
LLFBQQHYZJTRAS-UHFFFAOYSA-N,CC(O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,10.08
PALJPGHWDUHUPO-UHFFFAOYSA-N,CCCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,12.93
VCHHHSMPMLNVGS-UHFFFAOYSA-N,CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,11.88
DOKBVCMQPGKQGV-UHFFFAOYSA-N,CCCCn1cc(C(=O)c2ccc(C)c3ccccc23)c2ccccc21,9.56
YQRYKVLRMJAKGU-UHFFFAOYSA-N,O=C(O)CCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,9.33
UBMPKJKGUQDHRM-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2ccc(OC)c3ccccc23)c2ccccc21,12.68
HUKJQMKQFWYIHS-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2ccc(C)c3ccccc23)c2ccccc21,12.89
IGBHZHCGWLHBAE-UHFFFAOYSA-N,Cc1ccc(C(=O)c2cn(CCCCCF)c3ccccc23)c2ccccc12,11.74
JRALTDRFXRCGRH-UHFFFAOYSA-N,Cc1ccc(C(=O)c2cn(CCCCCO)c3ccccc23)c2ccccc12,10.64
FRMYAMAGHYHNKF-UHFFFAOYSA-N,CCCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1,13.34
SZWYXJHTNGJPKU-UHFFFAOYSA-N,O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2ccccc12,9.88
BZFDQRQHYLPNHW-UHFFFAOYSA-N,O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2cccc(O)c12,10.13
KQRKUKYSZPHOKC-UHFFFAOYSA-N,CCCCCn1cc(C(=O)Cc2ccc(OC)cc2)c2ccccc21,11.58
YDINKDBAZJOSLV-UHFFFAOYSA-N,CCCCCn1cc(C(=O)Cc2ccccc2Cl)c2ccccc21,12.18
LACIUQLUNACUKC-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2ccc(CC)c3ccccc23)c2ccccc21,13.24
FFLSJIQJQKDDCM-UHFFFAOYSA-N,CCCCCn1cc(C(=O)Cc2ccccc2OC)c2ccccc21,11.83
YBIPNGRKUAVSBG-UHFFFAOYSA-N,CCCCCn1cc(C(=O)Cc2ccccc2C)c2ccccc21,12.15
XZVYWLVYUAQEIM-UHFFFAOYSA-N,CCCCCn1cc(C(=O)Cc2cccc(OC)c2)c2ccccc21,11.64
HZMLAMXVETUEJZ-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1C,13.43
IUWBHGFOHXVVKV-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c2ccccc21,13.28
HDWMKVHXWFNFQW-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,12.77
XEAQIWGXBXCYFX-BQYQJAHWSA-N,COC1=CC(=O)OC(/C=C/c2ccccc2)C1,8.32
YQEZLKZALYSWHR-UHFFFAOYSA-N,CNC1(c2ccccc2Cl)CCCCC1=O,4.61
PWAJCNITSBZRBL-UHFFFAOYSA-N,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,9.79
ALFGKMXHOUSVAD-UHFFFAOYSA-N,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,4.26
DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,8.53
OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,6.94
GDAOJVVMQJGXRG-UHFFFAOYSA-N,CN1CCC(c2c3ccccc3cc(=O)c3sccc23)CC1,5.54
ZOTBXTZVPHCKPN-HTXNQAPBSA-N,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,10.76
SGUAFYQXFOLMHL-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,5.74
VPPJLAIAVCUEMN-UHFFFAOYSA-N,COCC(NC(C)=O)C(=O)NCc1ccccc1,5.09
SWBSUYUGOOZXJI-UHFFFAOYSA-N,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1N(O)O,12.15
PYZRQGJRPPTADH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,5.34
KGPAYJZAMGEDIQ-KRWDZBQOSA-N,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC,4.71
ZTMKADLOSYKWCA-UHFFFAOYSA-N,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,8.27
CVRALZAYCYJELZ-UHFFFAOYSA-N,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,13.77
INXAQNKQBQGPIC-UHFFFAOYSA-N,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc(N(O)O)c1,11.05
HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,6.33
HLFSDGLLUJUHTE-SNVBAGLBSA-N,c1ccc([C@H]2CN3CCSC3=N2)cc1,3.68
HPHUVLMMVZITSG-UHFFFAOYSA-N,CCC(C(N)=O)N1CCCC1=O,3.74
IXHBTMCLRNMKHZ-LBPRGKRZSA-N,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,4.84
ZCGOMHNNNFPNMX-KYTRFIICSA-N,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,6.95
VRQVVMDWGGWHTJ-CQSZACIVSA-N,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,8.14
CUJAZGOWDHBZEI-UHFFFAOYSA-N,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1[S+]2[O-],5.98
JCRIVQIOJSSCQD-VIFPVBQESA-N,CN[C@@H](C)CC1CCCCC1,5.74
NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C,4.54
OJMMVQQUTAEWLP-ISVUEQNNSA-N,CCC[C@@H]1CC(C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,4.08
XKJMBINCVNINCA-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,9.3
RLAWWYSOJDYHDC-UHFFFAOYSA-N,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,3.98
WWVAIKHHDFRTQF-UHFFFAOYSA-N,CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)N(C)C2CC1,5.92
XVUQHFRQHBLHQD-UHFFFAOYSA-N,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,10.37
JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,11.49
KEGIXQQRZWCAMW-UHFFFAOYSA-N,O=C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1O,8.36
FJIKWRGCXUCUIG-UHFFFAOYSA-N,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,8.61
PCZOHLXUXFIOCF-SGFUJYLFSA-N,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,12.03
VAYOSLLFUXYJDT-XPKAQORNSA-N,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,5.48
PWPJGUXAGUPAHP-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,12.48
SFVVQRJOGUKCEG-ZGFBFQLVSA-N,CC(C)[C@@](O)(C(=O)OCC1=CCN2CC[C@@H](O)[C@@H]12)[C@H](C)O,3.65
MWWBDLRPMWTLRX-UHFFFAOYSA-N,CSc1nc(N)nc(NC(C)(C)C)n1,8.43
JSJCTEKTBOKRST-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,5.28
WSORODGWGUUOBO-UHFFFAOYSA-N,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,7.01
JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,9.59
QSLMDECMDJKHMQ-UHFFFAOYSA-N,CNCCCC12CCC(c3ccccc31)c1ccccc12,8.08
BPFYOAJNDMUVBL-UHFFFAOYSA-N,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,4.18
ZPXSCAKFGYXMGA-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,5.77
USWVWJSAJAEEHQ-UHFFFAOYSA-N,CCC(Cc1ccc2c(c1)OCO2)NC,4.66
VWERIRLJUWTNDA-UHFFFAOYSA-N,COC(=O)COc1ccc(Cl)cc1C,9.85
LLWADFLAOKUBDR-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCCCC(=O)O,10.11
VHFVKMTVMIZMIK-UHFFFAOYSA-N,Clc1cccc(N2CCNCC2)c1,5.16
NGBBVGZWCFBOGO-UHFFFAOYSA-N,CC(N)Cc1ccc2c(c1)OCO2,4.19
FQDRMHHCWZAXJM-UHFFFAOYSA-N,NC1Cc2cc3c(cc2C1)OCO3,3.81
AWSBQWZZLBPUQH-UHFFFAOYSA-N,NC1CCc2cc3c(cc2C1)OCO3,4.32
JEJGUIDNYBAPGN-UHFFFAOYSA-N,CC(Cc1ccc2c(c1)OCO2)N(C)C,4.08
PVXVWWANJIWJOO-UHFFFAOYSA-N,CCNC(C)Cc1ccc2c(c1)OCO2,4.39
SHXWCVYOXRDMCX-UHFFFAOYSA-N,CNC(C)Cc1ccc2c(c1)OCO2,4.18
OLVLMDVPMCIBQW-UHFFFAOYSA-N,CCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,4.49
NIYQOTCYXGXMPI-UHFFFAOYSA-N,CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,4.13
SYHGEUNFJIGTRX-UHFFFAOYSA-N,CCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,5.18
OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,8.25
VYVKHNNGDFVQGA-UHFFFAOYSA-N,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,6.79
KLGMSAOQDHLCOS-UHFFFAOYSA-N,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,10.16
SBDNJUWAMKYJOX-UHFFFAOYSA-N,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,11.27
OCJYIGYOJCODJL-UHFFFAOYSA-N,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,11.31
WNTGYJSOUMFZEP-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC(C)C(=O)O,8.27
YWGAULPFWIQKRB-UHFFFAOYSA-N,COC(=O)C(C)Oc1ccc(Cl)cc1C,10.62
YLCXGBZIZBEVPZ-UHFFFAOYSA-N,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,9.41
XIGAUIHYSDTJHW-UHFFFAOYSA-N,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,9.83
HYYBABOKPJLUIN-UHFFFAOYSA-N,Cc1cccc(Nc2ccccc2C(=O)O)c1C,11.6
XXVROGAVTTXONC-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCCCl,5.31
OPGCOAPTHCZZIW-UHFFFAOYSA-N,CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,11.1
HUNIPYLVUPMFCZ-UHFFFAOYSA-N,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,4.31
XEEQGYMUWCZPDN-DOMZBBRYSA-N,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,8.59
OKIBNKKYNPBDRS-UHFFFAOYSA-N,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,6.85
SMNOERSLNYGGOU-UHFFFAOYSA-N,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,6.56
DRLFMBDRBRZALE-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,5.36
GWWLWDURRGNSRS-UHFFFAOYSA-N,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,8.79
ZAHQBPYQBHTECE-UHFFFAOYSA-N,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,7.09
DKMFBWQBDIGMHM-UHFFFAOYSA-N,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,5.21
SGDBTWWWUNNDEQ-UHFFFAOYSA-N,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,7.01
BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC12CC3CC(C)(C1)CC(N)(C3)C2,6.91
CIFWZNRJIBNXRE-UHFFFAOYSA-N,CC#Cc1cc(C)nc(Nc2ccccc2)n1,10.19
YELGFTGWJGBAQU-UHFFFAOYSA-N,CNC(C)C(=O)c1ccc(C)cc1,4.49
NXWGWUVGUSFQJC-UHFFFAOYSA-N,Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,4.44
INWLQCZOYSRPNW-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)C1CCCCN1C,4.66
ZABDAGALHQDSEU-SJLJSBKTSA-N,CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@@H]2O,8.75
NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(N)=O)COC(N)=O,5.94
BCTQJXQXJVLSIG-UHFFFAOYSA-N,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,9.62
JLICHNCFTLFZJN-UHFFFAOYSA-N,CCC1(c2cccc(O)c2)CCCCN(C)C1,4.74
YECBIJXISLIIDS-UHFFFAOYSA-N,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,5.965
HOKDBMAJZXIPGC-UHFFFAOYSA-N,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,8.29
YXIWHUQXZSMYRE-UHFFFAOYSA-N,S=c1[nH]c2ccccc2s1,6.89
RHCSKNNOAZULRK-UHFFFAOYSA-N,COc1cc(CCN)cc(OC)c1OC,3.88
SLVMESMUVMCQIY-UHFFFAOYSA-N,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,6.74
WABYCCJHARSRBH-UHFFFAOYSA-N,COCC1CN=C(c2ccccc2Cl)c2cc(Br)ccc2N1C,11.6
ZQEIXNIJLIKNTD-UHFFFAOYSA-N,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,8.22
VHCNQEUWZYOAEV-UHFFFAOYSA-N,Cc1nnc(-c2ccccc2)c(=O)n1N,5.24
STEPQTYSZVCJPV-UHFFFAOYSA-N,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,8.11
XWPZUHJBOLQNMN-UHFFFAOYSA-N,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,11.21
PGAUJQOPTMSERF-UHFFFAOYSA-N,CC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C,12.49
RRVIAQKBTUQODI-UHFFFAOYSA-N,CNC(=O)N(C)c1nc2ccccc2s1,8.26
NTAHCMPOMKHKEU-AATRIKPKSA-N,COC(=O)/C(C)=C/OP(=S)(OC)OC,8.16
USSIQXCVUWKGNF-UHFFFAOYSA-N,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,8.04
MYWUZJCMWCOHBA-VIFPVBQESA-N,CN[C@@H](C)Cc1ccccc1,4.21
LDYJXVUOVPVZKA-UHFFFAOYSA-N,CN(C)CCN(Cc1cccs1)c1ccccc1,6.32
JEYCTXHKTXCGPB-UHFFFAOYSA-N,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,7.83
FLOSMHQXBMRNHR-DAXSKMNVSA-N,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,4.28
LPLLVINFLBSFRP-UHFFFAOYSA-N,CNC(C)C(=O)c1ccccc1,3.68
MQUIHBQDYYAEMH-UHFFFAOYSA-N,CNC(C)C(=O)c1ccc(OC)cc1,4.16
ZWJNEYVWPYIKMB-UHFFFAOYSA-N,Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,8.79
MEBQXILRKZHVCX-UHFFFAOYSA-N,COc1nn(CSP(=S)(OC)OC)c(=O)s1,8.7
YFBPRJGDJKVWAH-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c(SC)c(C)c1,9.34
RJBJMKAMQIOAML-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c(S(C)(=O)=O)c(C)c1,5.28
FNCMBMZOZQAWJA-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c([S+](C)[O-])c(C)c1,4.86
HPHUWHKFQXTZPS-UHFFFAOYSA-N,CNC(C)Cc1cccs1,3.69
GNXFOGHNGIVQEH-UHFFFAOYSA-N,COc1ccccc1OCC(O)COC(N)=O,5.21
NZXKDOXHBHYTKP-UHFFFAOYSA-N,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,9.09
UHXUZOCRWCRNSJ-QPJJXVBHSA-N,CNC(=O)O/N=C(\C)SC,4.16
UPJMCYOGPGHMHO-UHFFFAOYSA-N,COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)OC(C)C,13.57
DDUIUBPJPOKOMV-UHFFFAOYSA-N,COCCCNc1nc(NC(C)C)nc(SC)n1,9.14
FBOZXECLQNJBKD-UHFFFAOYSA-N,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.96
LPKTWLVEGBNOOX-UHFFFAOYSA-N,CCNC1(c2cccc(OC)c2)CCCCC1=O,4.93
QCAWEPFNJXQPAN-UHFFFAOYSA-N,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,9.56
OEHAYUOVELTAPG-UHFFFAOYSA-N,CNC(C)Cc1ccccc1OC,4.69
PLZVCZLWZIJPPO-UHFFFAOYSA-N,COC(=O)CSP(=S)(OC)OC,7.16
FMCGSUUBYTWNDP-ONGXEEELSA-N,C[C@@H]([C@H](O)c1ccccc1)N(C)C,3.73
DUGOZIWVEXMGBE-UHFFFAOYSA-N,COC(=O)C(c1ccccc1)C1CCCCN1,4.96
LZCOQTDXKCNBEE-DBPPKFAGSA-N,C[N+]1(C)[C@@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,3.88
KPJZHOPZRAFDTN-DZNRSUDRSA-N,CC[C@@H](CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,5.29
BQIPXWYNLPYNHW-UHFFFAOYSA-N,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,6.28
MJFJKKXQDNNUJF-UHFFFAOYSA-N,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,8.51
WLFDQEVORAMCIM-UHFFFAOYSA-N,CON(C)C(=O)Nc1ccc(Br)cc1,8.15
TTWJBBZEZQICBI-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,4.36
WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,10.29
AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,6.08
VOEYXMAFNDNNED-UHFFFAOYSA-N,CNC(=O)Oc1cccc(C)c1,6.59
HIIRDDUVRXCDBN-SDXDJHTJSA-N,CNC(=O)/C(=N\OC)c1ccccc1Oc1ccccc1,8.08
IUBSYMUCCVWXPE-UHFFFAOYSA-N,COCCc1ccc(OCC(O)CNC(C)C)cc1,4.93
VGHPMIFEKOFHHQ-UHFFFAOYSA-N,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,7.1
DSRNRYQBBJQVCW-UHFFFAOYSA-N,COc1ccc(NC(=O)N(C)C)cc1Cl,6.17
AMSPWOYQQAWRRM-UHFFFAOYSA-N,COc1cc(C)c(C(=O)c2c(OC)ccc(Br)c2C)c(OC)c1OC,11.41
FOXFZRUHNHCZPX-UHFFFAOYSA-N,CSc1nnc(C(C)(C)C)c(=O)n1N,7.07
JYIOVOHRQOBBLW-UHFFFAOYSA-N,Cc1ncc(N(O)O)n1CCO,3.58
RSMUVYRMZCOLBH-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,6.31
FJLBFSROUSIWMA-UHFFFAOYSA-N,CC(C)(C(=O)c1cccnc1)c1cccnc1,6.21
UBEVAZSOMYUZMC-GQCTYLIASA-N,COC(=O)/C=C(\C)COP(=O)(O)OC,5.1
YNEVBPNZHBAYOA-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,9.3
VLPIATFUUWWMKC-UHFFFAOYSA-N,Cc1cccc(C)c1OCC(C)N,5.59
CDLBFJPSMMOYOX-YHWZYXNKSA-N,CCCCC(CC)Cn1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,11.59
UEQUQVLFIPOEMF-UHFFFAOYSA-N,CN1CCN2c3ccccc3Cc3ccccc3C2C1,6.94
BYBLEWFAAKGYCD-UHFFFAOYSA-N,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,12.97
DDLIGBOFAVUZHB-UHFFFAOYSA-N,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,8.63
GJJFMKBJSRMPLA-HIFRSBDPSA-N,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,5.73
